ticket_id,created_at,user_id,channel,device_info,app_version,subject,body,ground_truth_category,ground_truth_subcategory,ground_truth_escalate,ground_truth_escalation_reason
TCK-1194,2026-07-18 15:11:53,USR-28301,Email Support,Web Browser (Chrome 122),v3.11.8,Feedback on narrator for 'Vampire Prince',Just wanted to say the narration team for 'Alpha King' is phenomenal! Amazing sound effects and performance.,Feedback & General,Narrator Voice Feedback,False,
TCK-1135,2026-07-12 09:09:53,USR-46463,Web Help Center,Pixel 8 (Android 14),v3.12.1,App crashes immediately on launch,Crash report: app crashes every time I try to play Episode 10 of any series.,Technical & Playback Bugs,App Crash,False,
TCK-1031,2026-07-07 21:00:53,USR-85674,Web Help Center,Web Browser (Chrome 122),v3.12.1,Fraudulent charge from PocketToons,My credit card was charged $19.99 for coins I never purchased. I haven't opened the app in weeks. Please investigate this fraudulent charge and issue a full refund.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1059,2026-07-08 16:44:53,USR-40495,Mobile App,Web Browser (Chrome 122),v3.11.8,Requesting refund for Order #ORD-630538,I accidentally bought the wrong coin tier ($19.99 instead of $4.99). I haven't spent any of the coins. Please refund Order #ORD-630538 so I can buy the correct one.,Billing & Refunds,Refund Request,False,
TCK-1196,2026-07-18 20:22:53,USR-16006,Email Support,iPad Air (iOS 17.2),v3.12.0,Great voice actor choice!,The new voice actor for Season 2 of 'Reborn Legend' sounds very monotone compared to Season 1. Please consider bringing back the original voice cast!,Feedback & General,Narrator Voice Feedback,False,
TCK-1195,2026-07-10 20:51:53,USR-97841,Email Support,Samsung Galaxy S23 (Android 14),v3.12.1,Feature request: Playback speed control 2.5x,"Great app! It would be amazing if you could add a Sleep Timer feature (15m, 30m, end of episode) so I can listen to audiobooks before sleeping without wasting battery.",Feedback & General,App UI / UX Suggestion,False,
TCK-1170,2026-07-14 19:51:53,USR-14165,In-App Form,Xiaomi Redmi Note 12 (Android 13),v3.11.8,SMS verification failed for phone number,"I'm trying to log in using my phone number, but the 6-digit OTP SMS code is never delivered to my phone. I tried 5 times. Please help me log in.",Account & Security,Cannot Login / OTP Fail,False,
TCK-1003,2026-07-07 14:44:53,USR-93227,Email Support,iPhone 14 Pro (iOS 17.4),v3.12.0,App Store charged me two times for VIP monthly pass,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-612340. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1139,2026-07-16 09:05:53,USR-83563,Mobile App,Samsung Galaxy S23 (Android 14),v3.12.1,Downloaded episodes won't play offline,Downloads get stuck at 99% and fail with code ERR_STORAGE_WRITE. Device has over 30GB free storage available.,Technical & Playback Bugs,Offline Download Failed,False,
TCK-1180,2026-07-12 23:21:53,USR-57447,Mobile App,Samsung Galaxy S23 (Android 14),v3.12.1,Remove my personal info from your servers,"Under GDPR / CCPA regulations, I hereby request the permanent deletion of my PocketToons account (User ID: USR-57447) and all associated personal data from your systems.",Account & Security,Account Deletion Request,True,Regulatory compliance / GDPR / CCPA data erasure request
TCK-1106,2026-07-15 07:15:53,USR-68878,Email Support,iPad Air (iOS 17.2),v3.11.8,Paid coins to unlock show but it asks for coins again,"I spent 15 coins to unlock Episode 45 of 'Shadow Monarch', my coins were deducted, but when I click play it asks me to spend another 15 coins! Please fix this lock state.",Content Access & Coins,Episode Locked After Unlock,False,
TCK-1060,2026-07-18 04:02:53,USR-38785,Web Help Center,iPad Air (iOS 17.2),v3.12.1,Charged after cancelling VIP membership,Please cancel my subscription immediately and send confirmation to my email. I do not want auto-renew enabled.,Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1066,2026-07-18 21:22:53,USR-57400,Email Support,Web Browser (Chrome 122),v3.12.1,Refund for unlistened audiobook season,I accidentally bought the wrong coin tier ($19.99 instead of $4.99). I haven't spent any of the coins. Please refund Order #ORD-524045 so I can buy the correct one.,Billing & Refunds,Refund Request,False,
TCK-1190,2026-07-14 15:30:53,USR-83579,Mobile App,Pixel 8 (Android 14),v3.10.4,Audio volume balance between voice and background music,Just wanted to say the narration team for 'Alpha King' is phenomenal! Amazing sound effects and performance.,Feedback & General,Narrator Voice Feedback,False,
TCK-1115,2026-07-13 05:19:53,USR-44993,In-App Form,iPad Air (iOS 17.2),v3.12.0,VIP status lost after app update,"I paid for the Annual VIP Pass last month. Today after updating to v3.12.0, my account reverted to Free Tier and asks me to buy coins again. I pressed 'Restore Purchases' but nothing happened.",Content Access & Coins,VIP Membership Missing,False,
TCK-1098,2026-07-18 10:31:53,USR-31417,Mobile App,Web Browser (Chrome 122),v3.10.4,Paid coins to unlock show but it asks for coins again,Coins were deducted twice for unlocking the same episode! Check my transaction history.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1025,2026-07-16 08:24:53,USR-93320,In-App Form,iPhone 14 Pro (iOS 17.4),v3.11.8,Subscription cancellation button not working,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1150,2026-07-08 00:15:53,USR-38893,In-App Form,Pixel 8 (Android 14),v3.12.1,Buffering error on episode playback,Audio cuts out when my phone screen turns off. Background playback is broken on app version v3.12.1.,Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1093,2026-07-16 10:58:53,USR-24371,Email Support,iPhone 14 Pro (iOS 17.4),v3.11.8,Episode unlock error on 'CEO's Hidden Heiress',"I spent 15 coins to unlock Episode 45 of 'Shadow Monarch', my coins were deducted, but when I click play it asks me to spend another 15 coins! Please fix this lock state.",Content Access & Coins,Episode Locked After Unlock,False,
TCK-1074,2026-07-16 08:53:53,USR-83563,In-App Form,iPhone 14 Pro (iOS 17.4),v3.10.4,Episode unlock error on 'CEO's Hidden Heiress',Unlocked Episodes 10 to 15 in bulk for 50 coins. Episodes 12 and 13 are still showing a padlock icon. Please restore my unlocked episodes.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1042,2026-07-10 07:09:53,USR-37653,Mobile App,Samsung Galaxy S23 (Android 14),v3.12.0,How to stop recurring billing?,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1105,2026-07-15 01:11:53,USR-97841,Web Help Center,iPad Air (iOS 17.2),v3.11.8,Paid coins to unlock show but it asks for coins again,"I spent 15 coins to unlock Episode 45 of 'Shadow Monarch', my coins were deducted, but when I click play it asks me to spend another 15 coins! Please fix this lock state.",Content Access & Coins,Episode Locked After Unlock,False,
TCK-1171,2026-07-12 19:46:53,USR-23434,In-App Form,iPhone 14 Pro (iOS 17.4),v3.11.8,Unrecognized device login from another country,"I received an email alert about a login from an IP address in Europe. I live in US. Someone logged into my account, changed my nickname, and spent 800 of my saved coins! Please lock my account and restore my coins immediately!",Account & Security,Suspicious Activity / Hacked Account,True,Account compromise / Security breach / Hacked account
TCK-1185,2026-07-13 18:11:53,USR-70142,Email Support,Samsung Galaxy S23 (Android 14),v3.11.8,Urgently help - someone hacked my account!,"I received an email alert about a login from an IP address in Europe. I live in US. Someone logged into my account, changed my nickname, and spent 800 of my saved coins! Please lock my account and restore my coins immediately!",Account & Security,Suspicious Activity / Hacked Account,True,Account compromise / Security breach / Hacked account
TCK-1121,2026-07-09 15:41:53,USR-82357,In-App Form,Xiaomi Redmi Note 12 (Android 13),v3.12.1,Purchased annual VIP pass but still seeing ads and paywalls,"My VIP membership is active on iOS but when I log into iPad, it says I don't have VIP. Please sync my account privileges.",Content Access & Coins,VIP Membership Missing,False,
TCK-1131,2026-07-16 02:57:53,USR-22156,Mobile App,iPad Air (iOS 17.2),v3.12.0,App crashes immediately on launch,"Ever since updating to v3.12.0, the PocketToons app crashes immediately to the home screen upon launch. I cleared cache and reinstalled but issue persists on iPad Air (iOS 17.2).",Technical & Playback Bugs,App Crash,False,
TCK-1166,2026-07-14 23:39:53,USR-86484,Web Help Center,Samsung Galaxy S23 (Android 14),v3.11.8,App freeze during coin checkout,The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,False,
TCK-1079,2026-07-19 20:04:53,USR-23396,Mobile App,Samsung Galaxy S23 (Android 14),v3.12.0,Purchased annual VIP pass but still seeing ads and paywalls,"My VIP membership is active on iOS but when I log into iPad, it says I don't have VIP. Please sync my account privileges.",Content Access & Coins,VIP Membership Missing,False,
TCK-1111,2026-07-11 10:18:53,USR-37460,Web Help Center,Pixel 8 (Android 14),v3.12.0,Episode 25 locked despite using 10 coins,"I spent 15 coins to unlock Episode 45 of 'Shadow Monarch', my coins were deducted, but when I click play it asks me to spend another 15 coins! Please fix this lock state.",Content Access & Coins,Episode Locked After Unlock,False,
TCK-1050,2026-07-10 01:14:53,USR-28726,Email Support,iPhone 14 Pro (iOS 17.4),v3.10.4,Requesting refund for Order #ORD-609232,The audio quality of the series 'The Billionaire's Secret' is unlistenable and muffled. I want a refund of the $9.99 VIP pass I bought 2 hours ago.,Billing & Refunds,Refund Request,False,
TCK-1122,2026-07-06 21:10:53,USR-93810,Email Support,Samsung Galaxy S23 (Android 14),v3.12.1,Purchased annual VIP pass but still seeing ads and paywalls,"I paid for the Annual VIP Pass last month. Today after updating to v3.12.1, my account reverted to Free Tier and asks me to buy coins again. I pressed 'Restore Purchases' but nothing happened.",Content Access & Coins,VIP Membership Missing,False,
TCK-1038,2026-07-16 08:34:53,USR-44993,Email Support,Samsung Galaxy S23 (Android 14),v3.10.4,Double billing issue on order ORD-400850,"Hello team, I was charged twice for the monthly VIP pass ($14.99 x 2). I only pressed subscribe once. Please reverse the duplicate payment immediately.",Billing & Refunds,Double Billing,False,
TCK-1007,2026-07-07 15:15:53,USR-39256,In-App Form,Xiaomi Redmi Note 12 (Android 13),v3.12.1,Refund request for accidental purchase,My 6-year-old toddler tapped the screen and accidentally bought the 2000 coins pack for $29.99. None of the coins have been used yet. Can you please process a refund?,Billing & Refunds,Refund Request,False,
TCK-1013,2026-07-15 13:03:53,USR-65302,Mobile App,Xiaomi Redmi Note 12 (Android 13),v3.12.0,Duplicate charge on my credit card receipt #ORD-783823,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-783823. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1182,2026-07-13 20:22:53,USR-62350,Email Support,iPhone 14 Pro (iOS 17.4),v3.12.1,Permanently close my PocketToons account,"Under GDPR / CCPA regulations, I hereby request the permanent deletion of my PocketToons account (User ID: USR-62350) and all associated personal data from your systems.",Account & Security,Account Deletion Request,True,Regulatory compliance / GDPR / CCPA data erasure request
TCK-1064,2026-07-15 13:03:53,USR-42953,Mobile App,Xiaomi Redmi Note 12 (Android 13),v3.12.1,Need refund for coin pack - child purchased by mistake,The audio quality of the series 'The Billionaire's Secret' is unlistenable and muffled. I want a refund of the $9.99 VIP pass I bought 2 hours ago.,Billing & Refunds,Refund Request,False,
TCK-1116,2026-07-18 14:07:53,USR-46463,Web Help Center,Samsung Galaxy S23 (Android 14),v3.12.1,Episode unlock error on 'CEO's Hidden Heiress',Unlocked Episodes 10 to 15 in bulk for 50 coins. Episodes 12 and 13 are still showing a padlock icon. Please restore my unlocked episodes.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1069,2026-07-10 17:06:53,USR-26361,Email Support,Web Browser (Chrome 122),v3.10.4,Fraudulent charge from PocketToons,I noticed a charge of $49.99 from PocketToons on my credit card today. I cancelled my subscription last month! This is an unauthorized charge. Refund me now or I will file a bank chargeback.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1032,2026-07-12 05:45:53,USR-45382,Email Support,Xiaomi Redmi Note 12 (Android 13),v3.10.4,Refund request for accidental purchase,My 6-year-old toddler tapped the screen and accidentally bought the 2000 coins pack for $29.99. None of the coins have been used yet. Can you please process a refund?,Billing & Refunds,Refund Request,False,
TCK-1120,2026-07-09 03:52:53,USR-92397,Mobile App,Web Browser (Chrome 122),v3.12.0,VIP membership inactive on my account,"I paid for the Annual VIP Pass last month. Today after updating to v3.12.0, my account reverted to Free Tier and asks me to buy coins again. I pressed 'Restore Purchases' but nothing happened.",Content Access & Coins,VIP Membership Missing,False,
TCK-1062,2026-07-17 13:03:53,USR-57819,Web Help Center,Samsung Galaxy S23 (Android 14),v3.10.4,App Store charged me two times for VIP monthly pass,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-572700. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1141,2026-07-11 07:31:53,USR-59735,Web Help Center,iPhone 14 Pro (iOS 17.4),v3.11.8,Audio speeds up and sounds robot-like,"Whenever I play any audio show, the track plays 5 seconds then buffers endlessly. My internet connection is fast (100 Mbps). Device: iPhone 14 Pro (iOS 17.4).",Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1028,2026-07-10 07:47:53,USR-38893,In-App Form,Xiaomi Redmi Note 12 (Android 13),v3.10.4,Unauthorized auto-renewal after cancellation,I noticed a charge of $49.99 from PocketToons on my credit card today. I cancelled my subscription last month! This is an unauthorized charge. Refund me now or I will file a bank chargeback.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1132,2026-07-14 08:12:53,USR-17331,Email Support,Samsung Galaxy S23 (Android 14),v3.12.0,Audio keeps pausing every 5 seconds,The audio player pitch is distorted and plays at 2x speed automatically even when 1x is selected. Please fix this player bug.,Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1095,2026-07-14 23:18:53,USR-51347,Email Support,iPad Air (iOS 17.2),v3.12.0,Restore purchase not working for VIP pass,Paid $49.99 for yearly VIP membership. Order #ORD-344907. Still showing lock icons on exclusive episodes.,Content Access & Coins,VIP Membership Missing,False,
TCK-1034,2026-07-16 05:14:53,USR-30033,Email Support,iPad Air (iOS 17.2),v3.12.1,Cannot cancel monthly subscription,Please cancel my subscription immediately and send confirmation to my email. I do not want auto-renew enabled.,Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1103,2026-07-12 01:48:53,USR-96673,In-App Form,Xiaomi Redmi Note 12 (Android 13),v3.12.1,Episode unlock error on 'CEO's Hidden Heiress',Coins were deducted twice for unlocking the same episode! Check my transaction history.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1200,2026-07-11 10:14:53,USR-30969,In-App Form,Pixel 8 (Android 14),v3.12.1,Great voice actor choice!,Just wanted to say the narration team for 'Alpha King' is phenomenal! Amazing sound effects and performance.,Feedback & General,Narrator Voice Feedback,False,
TCK-1082,2026-07-07 05:04:53,USR-20458,Mobile App,iPhone 14 Pro (iOS 17.4),v3.12.1,VIP membership inactive on my account,Paid $49.99 for yearly VIP membership. Order #ORD-127121. Still showing lock icons on exclusive episodes.,Content Access & Coins,VIP Membership Missing,False,
TCK-1081,2026-07-13 15:07:53,USR-16175,Mobile App,iPad Air (iOS 17.2),v3.10.4,Episode 25 locked despite using 10 coins,Unlocked Episodes 10 to 15 in bulk for 50 coins. Episodes 12 and 13 are still showing a padlock icon. Please restore my unlocked episodes.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1037,2026-07-18 18:20:53,USR-26361,In-App Form,Web Browser (Chrome 122),v3.10.4,Fraudulent charge from PocketToons,My credit card was charged $19.99 for coins I never purchased. I haven't opened the app in weeks. Please investigate this fraudulent charge and issue a full refund.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1088,2026-07-16 06:22:53,USR-28301,Email Support,iPhone 14 Pro (iOS 17.4),v3.12.1,Purchased annual VIP pass but still seeing ads and paywalls,"My VIP membership is active on iOS but when I log into iPad, it says I don't have VIP. Please sync my account privileges.",Content Access & Coins,VIP Membership Missing,False,
TCK-1053,2026-07-16 23:57:53,USR-31417,Web Help Center,iPad Air (iOS 17.2),v3.11.8,Refund for unlistened audiobook season,My 6-year-old toddler tapped the screen and accidentally bought the 2000 coins pack for $29.99. None of the coins have been used yet. Can you please process a refund?,Billing & Refunds,Refund Request,False,
TCK-1119,2026-07-08 09:09:53,USR-83000,In-App Form,iPad Air (iOS 17.2),v3.11.8,VIP status lost after app update,"My VIP membership is active on iOS but when I log into iPad, it says I don't have VIP. Please sync my account privileges.",Content Access & Coins,VIP Membership Missing,False,
TCK-1157,2026-07-15 02:40:53,USR-65333,Email Support,Xiaomi Redmi Note 12 (Android 13),v3.12.1,PocketToons keeps stopping on Xiaomi Redmi Note 12 (Android 13),The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,False,
TCK-1164,2026-07-14 14:03:53,USR-22676,Web Help Center,Web Browser (Chrome 122),v3.12.1,Audio keeps pausing every 5 seconds,The audio player pitch is distorted and plays at 2x speed automatically even when 1x is selected. Please fix this player bug.,Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1113,2026-07-11 14:47:53,USR-30926,Web Help Center,Pixel 8 (Android 14),v3.11.8,VIP membership inactive on my account,"I paid for the Annual VIP Pass last month. Today after updating to v3.11.8, my account reverted to Free Tier and asks me to buy coins again. I pressed 'Restore Purchases' but nothing happened.",Content Access & Coins,VIP Membership Missing,False,
TCK-1041,2026-07-15 00:48:53,USR-62350,Web Help Center,iPhone 14 Pro (iOS 17.4),v3.10.4,Unauthorized auto-renewal after cancellation,I am contacting my bank and attorney if this $50 unauthorized renewal is not refunded immediately. Order ID ORD-740967.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1016,2026-07-19 14:08:53,USR-80381,Email Support,Xiaomi Redmi Note 12 (Android 13),v3.12.0,Charged twice for 500 Coin Pack,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-871476. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1019,2026-07-09 06:34:53,USR-23238,In-App Form,Web Browser (Chrome 122),v3.11.8,Refund for unlistened audiobook season,I accidentally bought the wrong coin tier ($19.99 instead of $4.99). I haven't spent any of the coins. Please refund Order #ORD-314181 so I can buy the correct one.,Billing & Refunds,Refund Request,False,
TCK-1117,2026-07-07 00:58:53,USR-22156,Web Help Center,Web Browser (Chrome 122),v3.12.0,Episode unlock error on 'CEO's Hidden Heiress',Unlocked Episodes 10 to 15 in bulk for 50 coins. Episodes 12 and 13 are still showing a padlock icon. Please restore my unlocked episodes.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1077,2026-07-16 15:03:53,USR-86484,Email Support,iPhone 14 Pro (iOS 17.4),v3.12.1,Paid coins to unlock show but it asks for coins again,Coins were deducted twice for unlocking the same episode! Check my transaction history.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1104,2026-07-16 08:20:53,USR-40512,Email Support,iPhone 14 Pro (iOS 17.4),v3.10.4,Coins deducted but episode won't play,"I spent 15 coins to unlock Episode 45 of 'Shadow Monarch', my coins were deducted, but when I click play it asks me to spend another 15 coins! Please fix this lock state.",Content Access & Coins,Episode Locked After Unlock,False,
TCK-1063,2026-07-19 20:40:53,USR-15695,Email Support,Samsung Galaxy S23 (Android 14),v3.11.8,Refund for unlistened audiobook season,I accidentally bought the wrong coin tier ($19.99 instead of $4.99). I haven't spent any of the coins. Please refund Order #ORD-611233 so I can buy the correct one.,Billing & Refunds,Refund Request,False,
TCK-1124,2026-07-17 23:23:53,USR-75435,Web Help Center,iPhone 14 Pro (iOS 17.4),v3.12.0,Missing coin purchase,"Hey support, I bought 500 coins for $9.99. Receipt #ORD-651640 received, but coins haven't shown up after restarting the app. User ID: USR-75435.",Content Access & Coins,Coins Not Credited,False,
TCK-1189,2026-07-07 00:47:53,USR-65392,Email Support,Samsung Galaxy S23 (Android 14),v3.11.8,Suggestion for narrator sound quality,Just wanted to say the narration team for 'Alpha King' is phenomenal! Amazing sound effects and performance.,Feedback & General,Narrator Voice Feedback,False,
TCK-1075,2026-07-11 02:20:53,USR-94259,Mobile App,Xiaomi Redmi Note 12 (Android 13),v3.12.0,Coins deducted but episode won't play,Coins were deducted twice for unlocking the same episode! Check my transaction history.,Content Access & Coins,Episode Locked After Unlock,False,
TCK-1140,2026-07-17 22:54:53,USR-61856,Web Help Center,Xiaomi Redmi Note 12 (Android 13),v3.10.4,Error downloading episode for offline listening,"I downloaded 20 episodes for my flight, but when I turned on Airplane Mode, the app says 'No internet connection' and won't play offline files. What's the point of offline mode?",Technical & Playback Bugs,Offline Download Failed,False,
TCK-1128,2026-07-08 21:35:53,USR-32431,Web Help Center,Xiaomi Redmi Note 12 (Android 13),v3.11.8,Restore purchase not working for VIP pass,"I paid for the Annual VIP Pass last month. Today after updating to v3.11.8, my account reverted to Free Tier and asks me to buy coins again. I pressed 'Restore Purchases' but nothing happened.",Content Access & Coins,VIP Membership Missing,False,
TCK-1172,2026-07-06 17:28:53,USR-30379,Web Help Center,Web Browser (Chrome 122),v3.10.4,OTP SMS code not arriving,"I'm trying to log in using my phone number, but the 6-digit OTP SMS code is never delivered to my phone. I tried 5 times. Please help me log in.",Account & Security,Cannot Login / OTP Fail,False,
TCK-1159,2026-07-09 12:20:53,USR-51347,Email Support,Pixel 8 (Android 14),v3.12.1,Downloaded episodes won't play offline,Downloaded files disappeared from my library after signing out and signing back in.,Technical & Playback Bugs,Offline Download Failed,False,
TCK-1107,2026-07-20 02:38:53,USR-13278,Web Help Center,Web Browser (Chrome 122),v3.12.0,Paid coins to unlock show but it asks for coins again,"I spent 15 coins to unlock Episode 45 of 'Shadow Monarch', my coins were deducted, but when I click play it asks me to spend another 15 coins! Please fix this lock state.",Content Access & Coins,Episode Locked After Unlock,False,
TCK-1147,2026-07-08 02:03:53,USR-28726,Web Help Center,iPhone 14 Pro (iOS 17.4),v3.12.1,Playback stops continuously on Wi-Fi,Audio cuts out when my phone screen turns off. Background playback is broken on app version v3.12.1.,Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1054,2026-07-11 22:08:53,USR-60019,Mobile App,Pixel 8 (Android 14),v3.12.1,Charged twice for 500 Coin Pack,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-154615. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1068,2026-07-18 11:45:53,USR-19116,Email Support,Web Browser (Chrome 122),v3.12.1,Refund request for accidental purchase,The audio quality of the series 'The Billionaire's Secret' is unlistenable and muffled. I want a refund of the $9.99 VIP pass I bought 2 hours ago.,Billing & Refunds,Refund Request,False,
TCK-1148,2026-07-17 21:53:53,USR-94939,Email Support,Pixel 8 (Android 14),v3.12.1,Crash when opening 'My Library' tab,"Ever since updating to v3.12.1, the PocketToons app crashes immediately to the home screen upon launch. I cleared cache and reinstalled but issue persists on Pixel 8 (Android 14).",Technical & Playback Bugs,App Crash,False,
TCK-1184,2026-07-15 22:56:53,USR-21915,Email Support,iPad Air (iOS 17.2),v3.11.8,Urgently help - someone hacked my account!,Urgent: Unauthorized password change notification received. I did not request this. Freeze my account to prevent fraud!,Account & Security,Suspicious Activity / Hacked Account,True,Account compromise / Security breach / Hacked account
TCK-1012,2026-07-16 09:06:53,USR-30379,Web Help Center,Samsung Galaxy S23 (Android 14),v3.11.8,Charged after cancelling VIP membership,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1197,2026-07-19 09:04:53,USR-36062,Web Help Center,Pixel 8 (Android 14),v3.10.4,Suggestion for narrator sound quality,The new voice actor for Season 2 of 'Reborn Legend' sounds very monotone compared to Season 1. Please consider bringing back the original voice cast!,Feedback & General,Narrator Voice Feedback,False,
TCK-1008,2026-07-17 08:12:53,USR-40495,In-App Form,Pixel 8 (Android 14),v3.12.0,Fraudulent charge from PocketToons,I am contacting my bank and attorney if this $50 unauthorized renewal is not refunded immediately. Order ID ORD-132938.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1011,2026-07-10 14:58:53,USR-22280,Mobile App,Web Browser (Chrome 122),v3.11.8,Duplicate charge on my credit card receipt #ORD-522179,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-522179. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1145,2026-07-15 19:12:53,USR-42098,Web Help Center,iPhone 14 Pro (iOS 17.4),v3.11.8,App freeze during coin checkout,Crash report: app crashes every time I try to play Episode 10 of any series.,Technical & Playback Bugs,App Crash,False,
TCK-1087,2026-07-17 15:20:53,USR-60019,In-App Form,iPad Air (iOS 17.2),v3.12.0,VIP membership inactive on my account,Paid $49.99 for yearly VIP membership. Order #ORD-584417. Still showing lock icons on exclusive episodes.,Content Access & Coins,VIP Membership Missing,False,
TCK-1155,2026-07-08 15:37:53,USR-80284,In-App Form,Xiaomi Redmi Note 12 (Android 13),v3.10.4,Downloaded episodes won't play offline,Downloads get stuck at 99% and fail with code ERR_STORAGE_WRITE. Device has over 30GB free storage available.,Technical & Playback Bugs,Offline Download Failed,False,
TCK-1160,2026-07-19 00:20:53,USR-94939,In-App Form,Web Browser (Chrome 122),v3.10.4,App crashes immediately on launch,The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,False,
TCK-1169,2026-07-06 21:39:53,USR-92240,In-App Form,iPad Air (iOS 17.2),v3.12.0,SMS verification failed for phone number,Changed my phone number and now I can't access my old account with 1500 purchased coins. How can I transfer my account?,Account & Security,Cannot Login / OTP Fail,False,
TCK-1183,2026-07-14 00:15:53,USR-30926,Web Help Center,Pixel 8 (Android 14),v3.10.4,SMS verification failed for phone number,Changed my phone number and now I can't access my old account with 1500 purchased coins. How can I transfer my account?,Account & Security,Cannot Login / OTP Fail,False,
TCK-1040,2026-07-07 08:20:53,USR-16006,In-App Form,Pixel 8 (Android 14),v3.12.1,Duplicate charge on my credit card receipt #ORD-805477,"Hi, I bought the $9.99 coin bundle yesterday on my iPhone. My bank statement shows two pending charges of $9.99 on the same minute! Transaction ID: ORD-805477. Please refund the extra $9.99.",Billing & Refunds,Double Billing,False,
TCK-1149,2026-07-09 15:45:53,USR-46463,Email Support,Xiaomi Redmi Note 12 (Android 13),v3.12.1,Error downloading episode for offline listening,Downloaded files disappeared from my library after signing out and signing back in.,Technical & Playback Bugs,Offline Download Failed,False,
TCK-1152,2026-07-17 20:10:53,USR-86484,Email Support,Web Browser (Chrome 122),v3.11.8,Audio keeps pausing every 5 seconds,The audio player pitch is distorted and plays at 2x speed automatically even when 1x is selected. Please fix this player bug.,Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1044,2026-07-17 02:20:53,USR-28301,Web Help Center,Web Browser (Chrome 122),v3.10.4,Need refund for coin pack - child purchased by mistake,The audio quality of the series 'The Billionaire's Secret' is unlistenable and muffled. I want a refund of the $9.99 VIP pass I bought 2 hours ago.,Billing & Refunds,Refund Request,False,
TCK-1165,2026-07-11 17:43:53,USR-16006,Web Help Center,Xiaomi Redmi Note 12 (Android 13),v3.11.8,Download stuck at 99%,Downloaded files disappeared from my library after signing out and signing back in.,Technical & Playback Bugs,Offline Download Failed,False,
